driver,session_date,event,series_code,class,elo,delta,laps,cumulative_laps,license
mikkel jensen,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1773,-1,3,2448,Platinum
nick boulle,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1456,10,38,1388,Bronze
paul di resta,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1751,27,64,1481,Platinum
paul loup chatin,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1697,2,84,4264,Gold
pietro fittipaldi,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1650,17,64,2562,Gold
pj hyett,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1403,-1,37,1615,Bronze
rasmus lindh,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1726,43,66,609,Silver
rodrigo sales,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1227,-5,25,1317,Bronze
sebastian alvarez,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1693,16,65,1751,Silver
sebastien bourdais,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1725,-39,64,828,Platinum
steven thomas,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1256,-77,24,2748,Bronze
tobi lutke,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1155,60,37,218,Bronze
toby sowery,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1747,-39,45,1325,Silver
tom dillmann,2025-06-22 12:10:00,Watkins Glen,imsa,LMP2,1664,-68,87,2129,Gold
alessio rovera,2025-07-06 12:00:00,Imola,elms,LMP2,1632,2,40,1090,Platinum
alexander quinn,2025-07-06 12:00:00,Imola,elms,LMP2,1649,6,41,1854,Gold
aliaksandr malykhin,2025-07-06 12:00:00,Imola,elms,LMP2,1350,-30,34,191,Silver
anthony wells,2025-07-06 12:00:00,Imola,elms,LMP2,1099,-48,34,241,Bronze
benjamin hanley,2025-07-06 12:00:00,Imola,elms,LMP2,1668,-6,38,4056,Gold
bent viscaal,2025-07-06 12:00:00,Imola,elms,LMP2,1719,-11,36,1855,Gold
cem bölükbasi,2025-07-06 12:00:00,Imola,elms,LMP2,1637,-1,39,160,Silver
charles milesi,2025-07-06 12:00:00,Imola,elms,LMP2,1677,-7,36,2186,Platinum
clément novalak,2025-07-06 12:00:00,Imola,elms,LMP2,1810,4,45,648,Gold
dane cameron,2025-07-06 12:00:00,Imola,elms,LMP2,1689,-33,50,926,Platinum
daniel juncadella,2025-07-06 12:00:00,Imola,elms,LMP2,1541,-122,45,117,Platinum
daniel schneider,2025-07-06 12:00:00,Imola,elms,LMP2,1041,-9,32,584,Bronze
enzo fittipaldi,2025-07-06 12:00:00,Imola,elms,LMP2,1662,64,41,124,Gold
esteban masson,2025-07-06 12:00:00,Imola,elms,LMP2,1721,-20,41,282,Gold
ferdinand habsburg,2025-07-06 12:00:00,Imola,elms,LMP2,1701,-3,37,2174,Gold
filipe albuquerque,2025-07-06 12:00:00,Imola,elms,LMP2,1639,-4,48,1838,Platinum
francesco simonazzi,2025-07-06 12:00:00,Imola,elms,LMP2,1587,-76,48,129,Silver
francois perrodo,2025-07-06 12:00:00,Imola,elms,LMP2,1226,-3,48,1544,Bronze
georgios kolovos,2025-07-06 12:00:00,Imola,elms,LMP2,1213,60,33,164,Bronze
giorgio roda,2025-07-06 12:00:00,Imola,elms,LMP2,1320,-4,41,639,Bronze
grégoire saucy,2025-07-06 12:00:00,Imola,elms,LMP2,1545,-47,40,357,Gold
jakub smiechowski,2025-07-06 12:00:00,Imola,elms,LMP2,1539,17,48,2174,Silver
james allen,2025-07-06 12:00:00,Imola,elms,LMP2,1658,1,50,2907,Gold
jamie chadwick,2025-07-06 12:00:00,Imola,elms,LMP2,1503,79,42,190,Silver
jean-baptiste simmenauer,2025-07-06 12:00:00,Imola,elms,LMP2,1515,25,39,489,Gold
jonas ried,2025-07-06 12:00:00,Imola,elms,LMP2,1502,20,43,653,Silver
kriton lentoudis,2025-07-06 12:00:00,Imola,elms,LMP2,924,-31,32,287,Bronze
laurents horr,2025-07-06 12:00:00,Imola,elms,LMP2,1635,1,55,988,Gold
lorenzo fluxa,2025-07-06 12:00:00,Imola,elms,LMP2,1695,-21,42,568,Gold
louis deletraz,2025-07-06 12:00:00,Imola,elms,LMP2,1692,3,37,3560,Gold
luca ghiotto,2025-07-06 12:00:00,Imola,elms,LMP2,1634,19,37,649,Platinum
luis felipe derani,2025-07-06 12:00:00,Imola,elms,LMP2,1621,35,48,107,Platinum
maceo capietto,2025-07-06 12:00:00,Imola,elms,LMP2,1668,-23,36,515,Silver
manuel espirito santo,2025-07-06 12:00:00,Imola,elms,LMP2,1717,2,35,186,Silver
manuel maldonado,2025-07-06 12:00:00,Imola,elms,LMP2,1579,-8,46,971,Silver
marino sato,2025-07-06 12:00:00,Imola,elms,LMP2,1657,10,36,613,Gold
mathias beche,2025-07-06 12:00:00,Imola,elms,LMP2,1701,-5,46,2034,Gold
mathys jaubert,2025-07-06 12:00:00,Imola,elms,LMP2,1657,35,35,186,Silver
matteo cairoli,2025-07-06 12:00:00,Imola,elms,LMP2,1643,78,46,334,Platinum
matthias kaiser,2025-07-06 12:00:00,Imola,elms,LMP2,1523,12,47,1100,Silver
matthieu vaxiviere,2025-07-06 12:00:00,Imola,elms,LMP2,1681,2,36,1967,Gold
nicholas yelloly,2025-07-06 12:00:00,Imola,elms,LMP2,1795,31,41,391,Platinum
oliver gray,2025-07-06 12:00:00,Imola,elms,LMP2,1736,22,48,440,Silver
oliver jarvis,2025-07-06 12:00:00,Imola,elms,LMP2,1664,-40,54,2104,Platinum
olli caldwell,2025-07-06 12:00:00,Imola,elms,LMP2,1626,27,51,1187,Gold
paul lafargue,2025-07-06 12:00:00,Imola,elms,LMP2,1485,13,18,1293,Silver
pedro perino,2025-07-06 12:00:00,Imola,elms,LMP2,1524,-62,48,131,Silver
pietro fittipaldi,2025-07-06 12:00:00,Imola,elms,LMP2,1624,-27,33,2595,Platinum
pj hyett,2025-07-06 12:00:00,Imola,elms,LMP2,1383,-20,37,1652,Bronze
rene binder,2025-07-06 12:00:00,Imola,elms,LMP2,1602,5,47,1768,Gold
reshad de gerus,2025-07-06 12:00:00,Imola,elms,LMP2,1629,31,36,1032,Gold
rodrigo sales,2025-07-06 12:00:00,Imola,elms,LMP2,1207,-19,33,1350,Bronze
roy nissany,2025-07-06 12:00:00,Imola,elms,LMP2,1585,17,39,122,Gold
ryan cullen,2025-07-06 12:00:00,Imola,elms,LMP2,1544,16,48,1388,Silver
sergio sette camara,2025-07-06 12:00:00,Imola,elms,LMP2,1590,-31,37,111,Gold
thomas laurent,2025-07-06 12:00:00,Imola,elms,LMP2,1583,41,34,294,Gold
théo pourchaire,2025-07-06 12:00:00,Imola,elms,LMP2,1667,-56,36,245,Platinum
tom blomqvist,2025-07-06 12:00:00,Imola,elms,LMP2,1689,0,40,1009,Platinum
tom dillmann,2025-07-06 12:00:00,Imola,elms,LMP2,1664,0,36,2165,Gold
tristan vautier,2025-07-06 12:00:00,Imola,elms,LMP2,1624,16,49,756,Gold
vladislav lomko,2025-07-06 12:00:00,Imola,elms,LMP2,1654,6,40,756,Gold
benjamin hanley,2025-07-13 14:05:00,Mosport,imsa,LMP2,1668,1,53,4109,Gold
benjamin pedersen,2025-07-13 14:05:00,Mosport,imsa,LMP2,1621,67,55,532,Silver
chris cumming,2025-07-13 14:05:00,Mosport,imsa,LMP2,1351,7,60,321,Bronze
dane cameron,2025-07-13 14:05:00,Mosport,imsa,LMP2,1689,0,55,981,Platinum
daniel goldburg,2025-07-13 14:05:00,Mosport,imsa,LMP2,1435,14,58,1143,Bronze
felipe fraga,2025-07-13 14:05:00,Mosport,imsa,LMP2,1692,15,55,1665,Gold
gar robinson,2025-07-13 14:05:00,Mosport,imsa,LMP2,1377,34,58,1384,Bronze
george kurtz,2025-07-13 14:05:00,Mosport,imsa,LMP2,1221,26,53,1895,Bronze
hunter mcelrea,2025-07-13 14:05:00,Mosport,imsa,LMP2,1664,23,55,777,Silver
jeremy clarke,2025-07-13 14:05:00,Mosport,imsa,LMP2,1389,0,58,183,Bronze
john farano,2025-07-13 14:05:00,Mosport,imsa,LMP2,1002,-66,47,2581,Bronze
nick boulle,2025-07-13 14:05:00,Mosport,imsa,LMP2,1448,-8,58,1446,Bronze
phil fayer,2025-07-13 14:05:00,Mosport,imsa,LMP2,1336,0,60,60,Bronze
pietro fittipaldi,2025-07-13 14:05:00,Mosport,imsa,LMP2,1616,-7,53,2648,Gold
pj hyett,2025-07-13 14:05:00,Mosport,imsa,LMP2,1435,51,58,1710,Bronze
renger van der zande,2025-07-13 14:05:00,Mosport,imsa,LMP2,1638,-109,63,785,Platinum
ryan dalziel,2025-07-13 14:05:00,Mosport,imsa,LMP2,1612,-34,53,3238,Gold
steven thomas,2025-07-13 14:05:00,Mosport,imsa,LMP2,1299,43,58,2806,Bronze
tom blomqvist,2025-07-13 14:05:00,Mosport,imsa,LMP2,1700,11,55,1064,Platinum
tom dillmann,2025-07-13 14:05:00,Mosport,imsa,LMP2,1678,14,48,2213,Gold
travis hill,2025-07-13 14:05:00,Mosport,imsa,LMP2,1303,0,60,60,Bronze
benjamin hanley,2025-08-03 13:10:00,Road America,imsa,LMP2,1660,-8,42,4151,Gold
chris cumming,2025-08-03 13:10:00,Road America,imsa,LMP2,1342,-9,24,345,Bronze
connor de phillippi,2025-08-03 13:10:00,Road America,imsa,LMP2,1796,0,42,42,Gold
dane cameron,2025-08-03 13:10:00,Road America,imsa,LMP2,1708,18,42,1023,Platinum
daniel goldburg,2025-08-03 13:10:00,Road America,imsa,LMP2,1423,-12,20,1163,Bronze
felipe fraga,2025-08-03 13:10:00,Road America,imsa,LMP2,1687,-5,42,1707,Gold
gar robinson,2025-08-03 13:10:00,Road America,imsa,LMP2,1353,-25,24,1408,Bronze
george kurtz,2025-08-03 13:10:00,Road America,imsa,LMP2,1238,17,24,1919,Bronze
gerry kraut,2025-08-03 13:10:00,Road America,imsa,LMP2,971,-221,26,50,Bronze
jeremy clarke,2025-08-03 13:10:00,Road America,imsa,LMP2,1407,17,24,207,Bronze
john farano,2025-08-03 13:10:00,Road America,imsa,LMP2,1015,13,24,2605,Bronze
kaku ohta,2025-08-03 13:10:00,Road America,imsa,LMP2,1640,0,42,42,Gold
luis perez companc,2025-08-03 13:10:00,Road America,imsa,LMP2,1367,3,24,944,Bronze
malthe jakobsen,2025-08-03 13:10:00,Road America,imsa,LMP2,1710,-11,42,2067,Gold
matias perez companc,2025-08-03 13:10:00,Road America,imsa,LMP2,1424,-44,41,193,Silver
matt brabham,2025-08-03 13:10:00,Road America,imsa,LMP2,1515,-22,36,1004,Silver
mikkel jensen,2025-08-03 13:10:00,Road America,imsa,LMP2,1774,1,42,2490,Platinum
naveen rao,2025-08-03 13:10:00,Road America,imsa,LMP2,1217,80,21,168,Bronze
phil fayer,2025-08-03 13:10:00,Road America,imsa,LMP2,1305,-32,24,84,Bronze
pietro fittipaldi,2025-08-03 13:10:00,Road America,imsa,LMP2,1616,0,42,2690,Gold
pj hyett,2025-08-03 13:10:00,Road America,imsa,LMP2,1427,-8,24,1734,Bronze
scott andrews,2025-08-03 13:10:00,Road America,imsa,LMP2,1649,-41,40,78,Gold
sebastien bourdais,2025-08-03 13:10:00,Road America,imsa,LMP2,1695,-29,42,870,Platinum
steven thomas,2025-08-03 13:10:00,Road America,imsa,LMP2,1322,23,24,2830,Bronze
tobi lutke,2025-08-03 13:10:00,Road America,imsa,LMP2,1202,47,24,242,Bronze
tonis kasemets,2025-08-03 13:10:00,Road America,imsa,LMP2,1407,0,30,62,Bronze
alessio rovera,2025-08-24 13:00:00,Spa,elms,LMP2,1632,0,22,1112,Platinum
alexander quinn,2025-08-24 13:00:00,Spa,elms,LMP2,1676,27,27,1881,Gold
aliaksandr malykhin,2025-08-24 13:00:00,Spa,elms,LMP2,1392,42,31,222,Silver
benjamin pedersen,2025-08-24 13:00:00,Spa,elms,LMP2,1624,3,32,564,Silver
bent viscaal,2025-08-24 13:00:00,Spa,elms,LMP2,1718,0,36,1891,Gold
cem bölükbasi,2025-08-24 13:00:00,Spa,elms,LMP2,1621,-17,31,191,Silver
charles milesi,2025-08-24 13:00:00,Spa,elms,LMP2,1678,1,26,2212,Platinum
clément novalak,2025-08-24 13:00:00,Spa,elms,LMP2,1809,-1,22,670,Gold
dane cameron,2025-08-24 13:00:00,Spa,elms,LMP2,1705,-3,32,1055,Platinum
daniel juncadella,2025-08-24 13:00:00,Spa,elms,LMP2,1627,86,30,147,Platinum
daniel schneider,2025-08-24 13:00:00,Spa,elms,LMP2,1062,21,29,613,Bronze
enzo fittipaldi,2025-08-24 13:00:00,Spa,elms,LMP2,1650,-12,35,159,Gold
esteban masson,2025-08-24 13:00:00,Spa,elms,LMP2,1751,30,30,312,Gold
ferdinand habsburg,2025-08-24 13:00:00,Spa,elms,LMP2,1698,-4,29,2203,Gold
filipe albuquerque,2025-08-24 13:00:00,Spa,elms,LMP2,1660,21,28,1866,Platinum
francois perrodo,2025-08-24 13:00:00,Spa,elms,LMP2,1229,3,29,1573,Bronze
georgios kolovos,2025-08-24 13:00:00,Spa,elms,LMP2,1189,-25,29,193,Bronze
giorgio roda,2025-08-24 13:00:00,Spa,elms,LMP2,1330,10,29,668,Bronze
jakub smiechowski,2025-08-24 13:00:00,Spa,elms,LMP2,1549,10,31,2205,Silver
jamie chadwick,2025-08-24 13:00:00,Spa,elms,LMP2,1567,64,32,222,Silver
jean-baptiste simmenauer,2025-08-24 13:00:00,Spa,elms,LMP2,1536,21,22,511,Gold
job van uitert,2025-08-24 13:00:00,Spa,elms,LMP2,1674,0,22,2328,Gold
john falb,2025-08-24 13:00:00,Spa,elms,LMP2,1313,9,23,1162,Bronze
jonas ried,2025-08-24 13:00:00,Spa,elms,LMP2,1509,7,30,683,Silver
kriton lentoudis,2025-08-24 13:00:00,Spa,elms,LMP2,967,43,29,316,Bronze
laurents horr,2025-08-24 13:00:00,Spa,elms,LMP2,1603,-32,37,1025,Gold
lorenzo fluxa,2025-08-24 13:00:00,Spa,elms,LMP2,1690,-5,30,598,Gold
louis deletraz,2025-08-24 13:00:00,Spa,elms,LMP2,1710,19,27,3587,Gold
luca ghiotto,2025-08-24 13:00:00,Spa,elms,LMP2,1627,-7,35,684,Platinum
maceo capietto,2025-08-24 13:00:00,Spa,elms,LMP2,1628,-40,28,543,Silver
manuel maldonado,2025-08-24 13:00:00,Spa,elms,LMP2,1584,5,23,994,Silver
marino sato,2025-08-24 13:00:00,Spa,elms,LMP2,1656,-2,31,644,Gold
mathias beche,2025-08-24 13:00:00,Spa,elms,LMP2,1688,-12,37,2071,Gold
mathys jaubert,2025-08-24 13:00:00,Spa,elms,LMP2,1719,61,26,212,Silver
matteo cairoli,2025-08-24 13:00:00,Spa,elms,LMP2,1636,-7,30,364,Platinum
matthias kaiser,2025-08-24 13:00:00,Spa,elms,LMP2,1540,17,32,1132,Silver
matthieu vaxiviere,2025-08-24 13:00:00,Spa,elms,LMP2,1673,-8,37,2004,Gold
nicholas yelloly,2025-08-24 13:00:00,Spa,elms,LMP2,1806,10,30,421,Platinum
oliver gray,2025-08-24 13:00:00,Spa,elms,LMP2,1697,-40,32,472,Silver
oliver jarvis,2025-08-24 13:00:00,Spa,elms,LMP2,1666,3,28,2132,Platinum
olli caldwell,2025-08-24 13:00:00,Spa,elms,LMP2,1643,17,32,1219,Gold
paul lafargue,2025-08-24 13:00:00,Spa,elms,LMP2,1476,-9,29,1322,Silver
paul loup chatin,2025-08-24 13:00:00,Spa,elms,LMP2,1683,-14,37,4301,Gold
pedro perino,2025-08-24 13:00:00,Spa,elms,LMP2,1564,40,31,162,Silver
pietro fittipaldi,2025-08-24 13:00:00,Spa,elms,LMP2,1617,1,25,2715,Platinum
pj hyett,2025-08-24 13:00:00,Spa,elms,LMP2,1422,-5,29,1763,Bronze
rene binder,2025-08-24 13:00:00,Spa,elms,LMP2,1583,-19,22,1790,Gold
reshad de gerus,2025-08-24 13:00:00,Spa,elms,LMP2,1633,4,27,1059,Gold
rodrigo sales,2025-08-24 13:00:00,Spa,elms,LMP2,1188,-19,29,1379,Bronze
roy nissany,2025-08-24 13:00:00,Spa,elms,LMP2,1581,-4,29,151,Gold
ryan cullen,2025-08-24 13:00:00,Spa,elms,LMP2,1544,0,31,1419,Silver
sebastian alvarez,2025-08-24 13:00:00,Spa,elms,LMP2,1650,-43,53,1804,Silver
thomas laurent,2025-08-24 13:00:00,Spa,elms,LMP2,1564,-19,21,315,Gold
théo pourchaire,2025-08-24 13:00:00,Spa,elms,LMP2,1645,-22,25,270,Platinum
tom blomqvist,2025-08-24 13:00:00,Spa,elms,LMP2,1664,-36,35,1099,Platinum
tom dillmann,2025-08-24 13:00:00,Spa,elms,LMP2,1699,21,27,2240,Gold
tristan vautier,2025-08-24 13:00:00,Spa,elms,LMP2,1624,0,22,778,Gold
vladislav lomko,2025-08-24 13:00:00,Spa,elms,LMP2,1637,-17,32,788,Gold
alessio rovera,2025-09-14 11:00:00,Silverstone,elms,LMP2,1643,11,40,1152,Platinum
alexander quinn,2025-09-14 11:00:00,Silverstone,elms,LMP2,1683,8,37,1918,Gold
aliaksandr malykhin,2025-09-14 11:00:00,Silverstone,elms,LMP2,1282,-110,22,244,Silver
benjamin hanley,2025-09-14 11:00:00,Silverstone,elms,LMP2,1662,1,35,4186,Gold
benjamin pedersen,2025-09-14 11:00:00,Silverstone,elms,LMP2,1628,4,27,591,Silver
cem bölükbasi,2025-09-14 11:00:00,Silverstone,elms,LMP2,1619,-1,35,226,Silver
charles milesi,2025-09-14 11:00:00,Silverstone,elms,LMP2,1675,-3,36,2248,Platinum
clément novalak,2025-09-14 11:00:00,Silverstone,elms,LMP2,1771,-38,37,707,Gold
dane cameron,2025-09-14 11:00:00,Silverstone,elms,LMP2,1715,10,40,1095,Platinum
daniel juncadella,2025-09-14 11:00:00,Silverstone,elms,LMP2,1774,148,37,184,Platinum
daniel schneider,2025-09-14 11:00:00,Silverstone,elms,LMP2,1064,2,26,639,Bronze
enzo fittipaldi,2025-09-14 11:00:00,Silverstone,elms,LMP2,1638,-12,35,194,Gold
esteban masson,2025-09-14 11:00:00,Silverstone,elms,LMP2,1760,10,40,352,Gold
felipe fraga,2025-09-14 11:00:00,Silverstone,elms,LMP2,1649,-38,24,1731,Gold
ferdinand habsburg,2025-09-14 11:00:00,Silverstone,elms,LMP2,1712,15,24,2227,Gold
filipe albuquerque,2025-09-14 11:00:00,Silverstone,elms,LMP2,1664,4,43,1909,Platinum
francois perrodo,2025-09-14 11:00:00,Silverstone,elms,LMP2,1247,18,26,1599,Bronze
georgios kolovos,2025-09-14 11:00:00,Silverstone,elms,LMP2,1202,14,29,222,Bronze
giorgio roda,2025-09-14 11:00:00,Silverstone,elms,LMP2,1332,2,22,690,Bronze
grégoire saucy,2025-09-14 11:00:00,Silverstone,elms,LMP2,1564,18,22,379,Gold
jakub smiechowski,2025-09-14 11:00:00,Silverstone,elms,LMP2,1556,6,26,2231,Silver
james allen,2025-09-14 11:00:00,Silverstone,elms,LMP2,1605,-53,34,2941,Gold
jamie chadwick,2025-09-14 11:00:00,Silverstone,elms,LMP2,1570,3,26,248,Silver
jean-baptiste simmenauer,2025-09-14 11:00:00,Silverstone,elms,LMP2,1568,32,40,551,Gold
job van uitert,2025-09-14 11:00:00,Silverstone,elms,LMP2,1680,7,40,2368,Gold
john falb,2025-09-14 11:00:00,Silverstone,elms,LMP2,1321,9,26,1188,Bronze
jonas ried,2025-09-14 11:00:00,Silverstone,elms,LMP2,1519,10,26,709,Silver
kriton lentoudis,2025-09-14 11:00:00,Silverstone,elms,LMP2,1042,74,26,342,Bronze
laurents horr,2025-09-14 11:00:00,Silverstone,elms,LMP2,1481,-121,35,1060,Gold
lorenzo fluxa,2025-09-14 11:00:00,Silverstone,elms,LMP2,1707,17,40,638,Gold
louis deletraz,2025-09-14 11:00:00,Silverstone,elms,LMP2,1719,8,36,3623,Gold
luca ghiotto,2025-09-14 11:00:00,Silverstone,elms,LMP2,1637,10,36,720,Platinum
maceo capietto,2025-09-14 11:00:00,Silverstone,elms,LMP2,1663,35,37,580,Silver
manuel espirito santo,2025-09-14 11:00:00,Silverstone,elms,LMP2,1666,-50,66,252,Silver
manuel maldonado,2025-09-14 11:00:00,Silverstone,elms,LMP2,1584,0,44,1038,Silver
marino sato,2025-09-14 11:00:00,Silverstone,elms,LMP2,1559,-97,36,680,Gold
mathias beche,2025-09-14 11:00:00,Silverstone,elms,LMP2,1709,21,39,2110,Gold
mathys jaubert,2025-09-14 11:00:00,Silverstone,elms,LMP2,1732,14,39,251,Silver
matteo cairoli,2025-09-14 11:00:00,Silverstone,elms,LMP2,1626,-10,39,403,Platinum
matthias kaiser,2025-09-14 11:00:00,Silverstone,elms,LMP2,1545,4,26,1158,Silver
matthieu vaxiviere,2025-09-14 11:00:00,Silverstone,elms,LMP2,1697,24,36,2040,Gold
nicholas yelloly,2025-09-14 11:00:00,Silverstone,elms,LMP2,1853,47,41,462,Platinum
oliver gray,2025-09-14 11:00:00,Silverstone,elms,LMP2,1688,-9,26,498,Silver
oliver jarvis,2025-09-14 11:00:00,Silverstone,elms,LMP2,1680,14,39,2171,Platinum
olli caldwell,2025-09-14 11:00:00,Silverstone,elms,LMP2,1637,-6,39,1258,Gold
paul lafargue,2025-09-14 11:00:00,Silverstone,elms,LMP2,1485,9,26,1348,Silver
paul loup chatin,2025-09-14 11:00:00,Silverstone,elms,LMP2,1701,18,36,4337,Gold
pedro perino,2025-09-14 11:00:00,Silverstone,elms,LMP2,1547,-17,26,188,Silver
pietro fittipaldi,2025-09-14 11:00:00,Silverstone,elms,LMP2,1634,17,36,2751,Platinum
pj hyett,2025-09-14 11:00:00,Silverstone,elms,LMP2,1415,-7,26,1789,Bronze
reshad de gerus,2025-09-14 11:00:00,Silverstone,elms,LMP2,1625,-8,38,1097,Gold
rodrigo sales,2025-09-14 11:00:00,Silverstone,elms,LMP2,1187,-1,26,1405,Bronze
roy nissany,2025-09-14 11:00:00,Silverstone,elms,LMP2,1546,-34,36,187,Gold
ryan cullen,2025-09-14 11:00:00,Silverstone,elms,LMP2,1548,4,26,1445,Silver
sergio sette camara,2025-09-14 11:00:00,Silverstone,elms,LMP2,1452,-139,31,142,Gold
théo pourchaire,2025-09-14 11:00:00,Silverstone,elms,LMP2,1675,30,36,306,Platinum
tom dillmann,2025-09-14 11:00:00,Silverstone,elms,LMP2,1726,28,35,2275,Gold
vladislav lomko,2025-09-14 11:00:00,Silverstone,elms,LMP2,1657,20,40,828,Gold
benjamin hanley,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1689,28,109,4295,Gold
benjamin pedersen,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1616,-12,71,662,Silver
bijoy garg,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1547,-39,71,1239,Silver
chris cumming,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1267,-76,60,405,Bronze
dane cameron,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1692,-23,110,1205,Platinum
daniel goldburg,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1445,22,61,1224,Bronze
david heinemeier hansson,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1498,9,63,1301,Silver
felipe fraga,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1701,52,110,1841,Gold
gar robinson,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1333,-19,61,1469,Bronze
george kurtz,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1242,4,61,1980,Bronze
hunter mcelrea,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1690,26,64,841,Silver
james roe,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1383,-20,97,305,Silver
jeremy clarke,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1357,-50,61,268,Bronze
john farano,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1024,9,61,2666,Bronze
jonny edgar,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1757,11,70,1166,Silver
josh burdon,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1619,-24,70,1489,Silver
juan correa,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1577,131,69,229,Silver
logan sargeant,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1781,147,108,187,Gold
luis perez companc,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1305,-62,59,1003,Bronze
malthe jakobsen,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1686,-24,64,2131,Gold
matias perez companc,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1266,-158,36,229,Silver
mikkel jensen,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1769,-5,116,2606,Platinum
naveen rao,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1300,82,61,229,Bronze
nick boulle,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1473,24,62,1508,Bronze
nicklas nielsen,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1707,-77,29,1848,Platinum
paul di resta,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1745,-5,110,1591,Platinum
pietro fittipaldi,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1623,-11,79,2830,Gold
pj hyett,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1428,13,61,1850,Bronze
rasmus lindh,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1738,12,70,679,Silver
sebastian alvarez,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1665,15,105,1909,Silver
sebastien bourdais,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1717,22,74,944,Platinum
steven thomas,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1383,61,61,2891,Bronze
tobi lutke,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1106,-96,55,297,Bronze
toby sowery,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1787,40,109,1434,Silver
tom dillmann,2025-09-21 11:40:00,Indianapolis,imsa,LMP2,1730,4,109,2384,Gold
alexander quinn,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1767,84,183,2101,Gold
benjamin hanley,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1748,59,158,4453,Gold
benjamin pedersen,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1560,-56,149,811,Silver
bijoy garg,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1574,27,117,1356,Silver
chris cumming,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1298,32,95,500,Bronze
dane cameron,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1623,-69,163,1368,Platinum
daniel goldburg,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1425,-20,96,1320,Bronze
david heinemeier hansson,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1520,22,157,1458,Silver
felipe fraga,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1635,-65,137,1978,Gold
gar robinson,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1254,-79,112,1581,Bronze
george kurtz,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1213,-29,94,2074,Bronze
hunter mcelrea,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1695,5,155,996,Silver
james roe,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1325,-58,136,441,Silver
jeremy clarke,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1390,33,94,362,Bronze
john farano,2025-10-11 12:10:00,Road Atlanta,imsa,LMP2,1055,31,94,2760,Bronze
